BARCODE,CELL_NAME_TYPE_ID
003016107020,CELL0080
003016107021,CELL0080
003016107028,CELL0080
003016107029,CELL0080
003016107022,CELL0080
003016107023,CELL0080
003016107030,CELL0080
003016108001,CELL0080
003016107024,CELL0080
003016107025,CELL0080
003016108002,CELL0080
003016108003,CELL0080
003016107026,CELL0080
003016107027,CELL0080
003016108004,CELL0080
003016108005,CELL0080
003016110022,CELL0080
003016110023,CELL0080
003016111002,CELL0080
003016111003,CELL0080
003016110026,CELL0080
003016110027,CELL0080
003016111006,CELL0080
003016111007,CELL0080
003016110028,CELL0080
003016110029,CELL0080
003016111008,CELL0080
003016111009,CELL0080
003016110030,CELL0080
003016111001,CELL0080
003016111010,CELL0080
003016111011,CELL0080
003016093020,CELL0080
003016094005,CELL0080
003016093027,CELL0080
003016093028,CELL0080
003016093021,CELL0080
003016093022,CELL0080
003016093029,CELL0080
003016093030,CELL0080
003016093023,CELL0080
003016093024,CELL0080
003016094001,CELL0080
003016094002,CELL0080
003016093025,CELL0080
003016093026,CELL0080
003016094004,CELL0080
003016111028,CELL0080
003016111029,CELL0080
003016112008,CELL0080
003016112009,CELL0080
003016112002,CELL0080
003016112003,CELL0080
003016112012,CELL0080
003016112013,CELL0080
003016112004,CELL0080
003016112005,CELL0080
003016112014,CELL0080
003016112015,CELL0080
003016112006,CELL0080
003016112007,CELL0080
003016112016,CELL0080
003016112017,CELL0080
003016113004,CELL0080
003016113005,CELL0080
003016113012,CELL0080
003016113013,CELL0080
003016113006,CELL0080
003016113007,CELL0080
003016113014,CELL0080
003016113015,CELL0080
003016113008,CELL0080
003016113009,CELL0080
003016113016,CELL0080
003016113017,CELL0080
003016113010,CELL0080
003016113011,CELL0080
003016113018,CELL0080
003016113019,CELL0080
003016094006,CELL0080
003016094007,CELL0080
003016094014,CELL0080
003016094015,CELL0080
003016094008,CELL0080
003016094009,CELL0080
003016094016,CELL0080
003016094017,CELL0080
003016094010,CELL0080
003016094011,CELL0080
003016094018,CELL0080
003016094019,CELL0080
003016094012,CELL0080
003016094013,CELL0080
003016094020,CELL0080
003016094021,CELL0080
003016023025,CELL0030
003016023026,CELL0030
003016024003,CELL0030
003016024004,CELL0030
003016024011,CELL0030
003016024012,CELL0030
003016023027,CELL0030
003016023028,CELL0030
003016024005,CELL0030
003016024006,CELL0030
003016024013,CELL0030
003016024014,CELL0030
003016023029,CELL0030
003016023030,CELL0030
003016024007,CELL0030
003016024008,CELL0030
003016024015,CELL0030
003016024016,CELL0030
003016024001,CELL0030
003016048017,CELL0030
003016024009,CELL0030
003016024010,CELL0030
003016024017,CELL0030
003016024018,CELL0030
003016079016,CELL0050
003016078008,CELL0050
003016078013,CELL0050
003016078014,CELL0050
003016078009,CELL0050
003016078010,CELL0050
003016079018,CELL0050
003016078016,CELL0050
003016078011,CELL0050
003016079017,CELL0050
003016078017,CELL0050
003016078018,CELL0050
003016112018,CELL0080
003016112019,CELL0080
003016112026,CELL0080
003016112027,CELL0080
003016112020,CELL0080
003016112021,CELL0080
003016112028,CELL0080
003016112029,CELL0080
003016112022,CELL0080
003016112023,CELL0080
003016112030,CELL0080
003016113001,CELL0080
003016112024,CELL0080
003016112025,CELL0080
003016113002,CELL0080
003016113003,CELL0080
003016082026,CELL0050
003016082027,CELL0050
003016083002,CELL0050
003016083003,CELL0050
003016082028,CELL0050
003016082029,CELL0050
003016083004,CELL0050
003016083005,CELL0050
003016082030,CELL0050
003016083001,CELL0050
003016083006,CELL0050
003016083007,CELL0050
003016016001,CELL0030
003016016002,CELL0030
003016016009,CELL0030
003016016010,CELL0030
003016016017,CELL0030
003016016018,CELL0030
003016016003,CELL0030
003016016004,CELL0030
003016016011,CELL0030
003016016012,CELL0030
003016016019,CELL0030
003016016020,CELL0030
003016016005,CELL0030
003016016006,CELL0030
003016016013,CELL0030
003016016014,CELL0030
003016016021,CELL0030
003016016022,CELL0030
003016016007,CELL0030
003016016008,CELL0030
003016016015,CELL0030
003016016016,CELL0030
003016016023,CELL0030
003016016024,CELL0030
003016074030,CELL0050
003016075001,CELL0050
003016075006,CELL0050
003016075007,CELL0050
003016075002,CELL0050
003016075003,CELL0050
003016075008,CELL0050
003016075009,CELL0050
003016075004,CELL0050
003016075005,CELL0050
003016075010,CELL0050
003016075011,CELL0050
003016046021,CELL0030
003016046022,CELL0030
003016046029,CELL0030
003016046030,CELL0030
003016047007,CELL0030
003016047008,CELL0030
003016046023,CELL0030
003016046024,CELL0030
003016047001,CELL0030
003016047002,CELL0030
003016047009,CELL0030
003016047010,CELL0030
003016046025,CELL0030
003016046026,CELL0030
003016047003,CELL0030
003016047004,CELL0030
003016047011,CELL0030
003016047012,CELL0030
003016046027,CELL0030
003016046028,CELL0030
003016047005,CELL0030
003016047006,CELL0030
003016047013,CELL0030
003016047014,CELL0030
003016111012,CELL0080
003016111013,CELL0080
003016111020,CELL0080
003016111021,CELL0080
003016111014,CELL0080
003016111015,CELL0080
003016111022,CELL0080
003016111023,CELL0080
003016111016,CELL0080
003016111017,CELL0080
003016111024,CELL0080
003016111025,CELL0080
003016111018,CELL0080
003016111019,CELL0080
003016111026,CELL0080
003016111027,CELL0080
003016087025,CELL0060
003016087026,CELL0060
003016088001,CELL0060
003016088002,CELL0060
003016087027,CELL0060
003016087028,CELL0060
003016088003,CELL0060
003016088004,CELL0060
003016087029,CELL0060
003016087030,CELL0060
003016088005,CELL0060
003016088006,CELL0060
003016028022,CELL0030
003016028023,CELL0030
003016028030,CELL0030
003016029001,CELL0030
003016029008,CELL0030
003016029009,CELL0030
003016028024,CELL0030
003016028025,CELL0030
003016029002,CELL0030
003016029003,CELL0030
003016029010,CELL0030
003016029011,CELL0030
003016028026,CELL0030
003016028027,CELL0030
003016029004,CELL0030
003016029005,CELL0030
003016029012,CELL0030
003016029013,CELL0030
003016028028,CELL0030
003016028029,CELL0030
003016029006,CELL0030
003016029007,CELL0030
003016029014,CELL0030
003016029015,CELL0030
003016036024,CELL0030
003016036025,CELL0030
003016037002,CELL0030
003016037003,CELL0030
003016037010,CELL0030
003016037011,CELL0030
003016036026,CELL0030
003016036027,CELL0030
003016037004,CELL0030
003016037005,CELL0030
003016037012,CELL0030
003016037013,CELL0030
003016036028,CELL0030
003016036029,CELL0030
003016037006,CELL0030
003016037007,CELL0030
003016037014,CELL0030
003016037015,CELL0030
003016036030,CELL0030
003016037001,CELL0030
003016037008,CELL0030
003016037009,CELL0030
003016037016,CELL0030
003016037017,CELL0030
003016092020,CELL0080
003016092021,CELL0080
003016092022,CELL0080
003016092023,CELL0080
003016092024,CELL0080
003016092025,CELL0080
003016027024,CELL0030
003016027025,CELL0030
003016028006,CELL0030
003016028007,CELL0030
003016028014,CELL0030
003016028015,CELL0030
003016027026,CELL0030
003016028001,CELL0030
003016028008,CELL0030
003016028009,CELL0030
003016028016,CELL0030
003016028017,CELL0030
003016028002,CELL0030
003016028003,CELL0030
003016028010,CELL0030
003016028011,CELL0030
003016028018,CELL0030
003016028019,CELL0030
003016028004,CELL0030
003016028005,CELL0030
003016028012,CELL0030
003016028013,CELL0030
003016028020,CELL0030
003016028021,CELL0030
003016065020,CELL0040
003016065021,CELL0040
003016065026,CELL0040
003016065027,CELL0040
003016065022,CELL0040
003016065023,CELL0040
003016065028,CELL0040
003016065029,CELL0040
003016065024,CELL0040
003016065025,CELL0040
003016065030,CELL0040
003016066001,CELL0040
003016107004,CELL0080
003016107005,CELL0080
003016107012,CELL0080
003016107013,CELL0080
003016107006,CELL0080
003016107007,CELL0080
003016107014,CELL0080
003016107015,CELL0080
003016107008,CELL0080
003016107009,CELL0080
003016107016,CELL0080
003016107017,CELL0080
003016107010,CELL0080
003016107011,CELL0080
003016107018,CELL0080
003016107019,CELL0080
003016024019,CELL0030
003016024020,CELL0030
003016024027,CELL0030
003016024028,CELL0030
003016025005,CELL0030
003016025006,CELL0030
003016024021,CELL0030
003016024022,CELL0030
003016024029,CELL0030
003016024030,CELL0030
003016025007,CELL0030
003016025008,CELL0030
003016024023,CELL0030
003016024024,CELL0030
003016025001,CELL0030
003016025002,CELL0030
003016025009,CELL0030
003016025010,CELL0030
003016024025,CELL0030
003016024026,CELL0030
003016025003,CELL0030
003016025004,CELL0030
003016025011,CELL0030
003016025012,CELL0030
003016044009,CELL0030
003016044010,CELL0030
003016044017,CELL0030
003016044018,CELL0030
003016044025,CELL0030
003016044026,CELL0030
003016044011,CELL0030
003016044012,CELL0030
003016044019,CELL0030
003016044020,CELL0030
003016044027,CELL0030
003016044028,CELL0030
003016044013,CELL0030
003016044014,CELL0030
003016044021,CELL0030
003016044022,CELL0030
003016044029,CELL0030
003016044030,CELL0030
003016044015,CELL0030
003016044016,CELL0030
003016044023,CELL0030
003016044024,CELL0030
003016045001,CELL0030
003016045002,CELL0030
003016102026,CELL0080
003016102027,CELL0080
003016103004,CELL0080
003016103005,CELL0080
003016102028,CELL0080
003016102029,CELL0080
003016103006,CELL0080
003016103007,CELL0080
003016102030,CELL0080
003016103001,CELL0080
003016103008,CELL0080
003016103009,CELL0080
003016103002,CELL0080
003016103003,CELL0080
003016103010,CELL0080
003016103011,CELL0080
003016029016,CELL0030
003016029017,CELL0030
003016029024,CELL0030
003016029025,CELL0030
003016030002,CELL0030
003016030003,CELL0030
003016029018,CELL0030
003016029019,CELL0030
003016029026,CELL0030
003016029027,CELL0030
003016030004,CELL0030
003016030005,CELL0030
003016029020,CELL0030
003016029021,CELL0030
003016029028,CELL0030
003016029029,CELL0030
003016030006,CELL0030
003016030007,CELL0030
003016029022,CELL0030
003016029023,CELL0030
003016029030,CELL0030
003016030001,CELL0030
003016030008,CELL0030
003016030009,CELL0030
003016080003,CELL0050
003016080004,CELL0050
003016080009,CELL0050
003016080010,CELL0050
003016080005,CELL0050
003016080006,CELL0050
003016080011,CELL0050
003016080012,CELL0050
003016080007,CELL0050
003016080008,CELL0050
003016080013,CELL0050
003016080014,CELL0050
003016034012,CELL0030
003016034013,CELL0030
003016034020,CELL0030
003016034021,CELL0030
003016034028,CELL0030
003016034029,CELL0030
003016034014,CELL0030
003016034015,CELL0030
003016034022,CELL0030
003016034023,CELL0030
003016034030,CELL0030
003016035001,CELL0030
003016034016,CELL0030
003016034017,CELL0030
003016034024,CELL0030
003016034025,CELL0030
003016035002,CELL0030
003016035003,CELL0030
003016034018,CELL0030
003016034019,CELL0030
003016034026,CELL0030
003016034027,CELL0030
003016035004,CELL0030
003016035005,CELL0030
003016100009,CELL0080
003016100010,CELL0080
003016100016,CELL0080
003016100017,CELL0080
003016100011,CELL0080
003016102018,CELL0080
003016100018,CELL0080
003016100019,CELL0080
003016100012,CELL0080
003016100013,CELL0080
003016100020,CELL0080
003016100021,CELL0080
003016100014,CELL0080
003016100015,CELL0080
003016100022,CELL0080
003016082014,CELL0050
003016082015,CELL0050
003016082020,CELL0050
003016082021,CELL0050
003016082016,CELL0050
003016082017,CELL0050
003016082022,CELL0050
003016082023,CELL0050
003016082018,CELL0050
003016082019,CELL0050
003016082024,CELL0050
003016082025,CELL0050
003016093008,CELL0080
003016093009,CELL0080
003016093010,CELL0080
003016093011,CELL0080
003016093012,CELL0080
003016093013,CELL0080
003016103028,CELL0080
003016103029,CELL0080
003016104006,CELL0080
003016104007,CELL0080
003016103030,CELL0080
003016104001,CELL0080
003016104008,CELL0080
003016104009,CELL0080
003016104002,CELL0080
003016104003,CELL0080
003016104010,CELL0080
003016104011,CELL0080
003016104004,CELL0080
003016104005,CELL0080
003016104012,CELL0080
003016104013,CELL0080
003016106018,CELL0080
003016106019,CELL0080
003016106026,CELL0080
003016106027,CELL0080
003016106020,CELL0080
003016106021,CELL0080
003016106028,CELL0080
003016106029,CELL0080
003016106022,CELL0080
003016106023,CELL0080
003016106030,CELL0080
003016107001,CELL0080
003016106024,CELL0080
003016106025,CELL0080
003016107002,CELL0080
003016107003,CELL0080
003016071021,CELL0040
003016071022,CELL0040
003016071027,CELL0040
003016071028,CELL0040
003016074005,CELL0040
003016071024,CELL0040
003016071029,CELL0040
003016071030,CELL0040
003016071025,CELL0040
003016071026,CELL0040
003016072001,CELL0040
003016072002,CELL0040
003016071008,CELL0040
003016071009,CELL0040
003016071014,CELL0040
003016071015,CELL0040
003016071010,CELL0040
003016071011,CELL0040
003016071016,CELL0040
003016071017,CELL0040
003016071012,CELL0040
003016071013,CELL0040
003016071018,CELL0040
003016071019,CELL0040
003016021013,CELL0030
003016021014,CELL0030
003016021021,CELL0030
003016021022,CELL0030
003016021029,CELL0030
003016021030,CELL0030
003016021015,CELL0030
003016021016,CELL0030
003016021023,CELL0030
003016021024,CELL0030
003016022001,CELL0030
003016022002,CELL0030
003016021017,CELL0030
003016021018,CELL0030
003016021025,CELL0030
003016021026,CELL0030
003016022003,CELL0030
003016022004,CELL0030
003016021019,CELL0030
003016021020,CELL0030
003016021027,CELL0030
003016021028,CELL0030
003016022005,CELL0030
003016022006,CELL0030
003016018004,CELL0030
003016018005,CELL0030
003016018012,CELL0030
003016018013,CELL0030
003016018020,CELL0030
003016018021,CELL0030
003016018006,CELL0030
003016018007,CELL0030
003016018014,CELL0030
003016018015,CELL0030
003016018022,CELL0030
003016018023,CELL0030
003016018008,CELL0030
003016018009,CELL0030
003016018016,CELL0030
003016018017,CELL0030
003016018024,CELL0030
003016018025,CELL0030
003016018010,CELL0030
003016018011,CELL0030
003016018018,CELL0030
003016018019,CELL0030
003016018026,CELL0030
003016018027,CELL0030
003016064014,CELL0040
003016064015,CELL0040
003016064020,CELL0040
003016064021,CELL0040
003016064016,CELL0040
003016064017,CELL0040
003016064022,CELL0040
003016064023,CELL0040
003016064018,CELL0040
003016064019,CELL0040
003016064024,CELL0040
003016064025,CELL0040
003016079021,CELL0050
003016079022,CELL0050
003016079027,CELL0050
003016079028,CELL0050
003016079023,CELL0050
003016079024,CELL0050
003016079029,CELL0050
003016079030,CELL0050
003016084014,CELL0050
003016079026,CELL0050
003016080001,CELL0050
003016080002,CELL0050
003016059020,CELL0020
003016059021,CELL0020
003016059026,CELL0020
003016059027,CELL0020
003016059022,CELL0020
003016059023,CELL0020
003016059028,CELL0020
003016059029,CELL0020
003016059024,CELL0020
003016059025,CELL0020
003016059030,CELL0020
003016060013,CELL0020
003016077013,CELL0040
003016077014,CELL0040
003016077019,CELL0040
003016077020,CELL0040
003016077015,CELL0040
003016077016,CELL0040
003016077021,CELL0040
003016077022,CELL0040
003016077017,CELL0040
003016077018,CELL0040
003016077023,CELL0040
003016077024,CELL0040
003016014028,CELL0030
003016014029,CELL0030
003016015006,CELL0030
003016015007,CELL0030
003016015014,CELL0030
003016015015,CELL0030
003016014030,CELL0030
003016015001,CELL0030
003016051026,CELL0030
003016048014,CELL0030
003016020019,CELL0030
003016015017,CELL0030
003016015002,CELL0030
003016015003,CELL0030
003016015010,CELL0030
003016015011,CELL0030
003016015018,CELL0030
003016015019,CELL0030
003016048013,CELL0030
003016015005,CELL0030
003016015012,CELL0030
003016015013,CELL0030
003016015020,CELL0030
003016015021,CELL0030
003016068002,CELL0040
003016068003,CELL0040
003016068008,CELL0040
003016068009,CELL0040
003016068004,CELL0040
003016068005,CELL0040
003016068010,CELL0040
003016068011,CELL0040
003016068006,CELL0040
003016068007,CELL0040
003016068012,CELL0040
003016068013,CELL0040
003016022007,CELL0030
003016022008,CELL0030
003016022015,CELL0030
003016022016,CELL0030
003016022023,CELL0030
003016022024,CELL0030
003016030012,CELL0030
003016022010,CELL0030
003016022017,CELL0030
003016022018,CELL0030
003016022025,CELL0030
003016022026,CELL0030
003016022011,CELL0030
003016022012,CELL0030
003016022019,CELL0030
003016022020,CELL0030
003016022027,CELL0030
003016022028,CELL0030
003016022013,CELL0030
003016022014,CELL0030
003016022021,CELL0030
003016022022,CELL0030
003016022029,CELL0030
003016022030,CELL0030
003016058026,CELL0020
003016058027,CELL0020
003016059002,CELL0020
003016059003,CELL0020
003016058028,CELL0020
003016058029,CELL0020
003016059004,CELL0020
003016059005,CELL0020
003016058030,CELL0020
003016059001,CELL0020
003016059006,CELL0020
003016059007,CELL0020
003016017010,CELL0030
003016017011,CELL0030
003016017018,CELL0030
003016017019,CELL0030
003016017026,CELL0030
003016017027,CELL0030
003016017012,CELL0030
003016017013,CELL0030
003016017020,CELL0030
003016017021,CELL0030
003016017028,CELL0030
003016017029,CELL0030
003016017014,CELL0030
003016017015,CELL0030
003016017022,CELL0030
003016017023,CELL0030
003016017030,CELL0030
003016018001,CELL0030
003016017016,CELL0030
003016017017,CELL0030
003016017024,CELL0030
003016017025,CELL0030
003016018002,CELL0030
003016018003,CELL0030
003016085009,CELL0050
003016085010,CELL0050
003016085015,CELL0050
003016085016,CELL0050
003016085011,CELL0050
003016085012,CELL0050
003016085017,CELL0050
003016085018,CELL0050
003016085013,CELL0050
003016085014,CELL0050
003016085019,CELL0050
003016085020,CELL0050
003016093002,CELL0080
003016093003,CELL0080
003016093004,CELL0080
003016093005,CELL0080
003016093006,CELL0080
003016093007,CELL0080
003016075024,CELL0050
003016075025,CELL0050
003016075030,CELL0050
003016076030,CELL0050
003016075026,CELL0050
003016075027,CELL0050
003016076002,CELL0050
003016076003,CELL0050
003016075028,CELL0050
003016075029,CELL0050
003016076004,CELL0050
003016076005,CELL0050
003016040003,CELL0030
003016040004,CELL0030
003016040011,CELL0030
003016040012,CELL0030
003016040019,CELL0030
003016040020,CELL0030
003016040005,CELL0030
003016040006,CELL0030
003016040013,CELL0030
003016040014,CELL0030
003016040021,CELL0030
003016040022,CELL0030
003016040007,CELL0030
003016040008,CELL0030
003016040015,CELL0030
003016040016,CELL0030
003016040023,CELL0030
003016040024,CELL0030
003016040009,CELL0030
003016040010,CELL0030
003016040017,CELL0030
003016040018,CELL0030
003016040025,CELL0030
003016040026,CELL0030
003016101025,CELL0080
003016101026,CELL0080
003016102003,CELL0080
003016102004,CELL0080
003016101027,CELL0080
003016101028,CELL0080
003016102005,CELL0080
003016102006,CELL0080
003016101029,CELL0080
003016101030,CELL0080
003016102007,CELL0080
003016102008,CELL0080
003016102001,CELL0080
003016102002,CELL0080
003016102009,CELL0080
003016102010,CELL0080
003016035006,CELL0030
003016035007,CELL0030
003016035014,CELL0030
003016035015,CELL0030
003016035022,CELL0030
003016035023,CELL0030
003016035008,CELL0030
003016035009,CELL0030
003016035016,CELL0030
003016035017,CELL0030
003016035024,CELL0030
003016035025,CELL0030
003016035010,CELL0030
003016035011,CELL0030
003016035018,CELL0030
003016035019,CELL0030
003016035026,CELL0030
003016035027,CELL0030
003016035012,CELL0030
003016035013,CELL0030
003016035020,CELL0030
003016035021,CELL0030
003016035028,CELL0030
003016035029,CELL0030
003016101009,CELL0080
003016101010,CELL0080
003016101017,CELL0080
003016101018,CELL0080
003016101011,CELL0080
003016101012,CELL0080
003016101019,CELL0080
003016101020,CELL0080
003016101013,CELL0080
003016101014,CELL0080
003016101021,CELL0080
003016101022,CELL0080
003016101015,CELL0080
003016101016,CELL0080
003016101023,CELL0080
